Name,Location,Locality,City,Cuisine,Rating,Votes,Cost
Ek Number cafe,"MG Road, Central Agra", Central Agra,Agra,"North Indian,  Fast Food",3.3,46,500
Tea'se Me - Rooftop Tea Boutique,"Tajganj, East Agra", East Agra,Agra,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Tea",4.1,33,1400
The Salt Cafe Kitchen & Bar,"Tajganj, East Agra", East Agra,Agra,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Bakery and Confectionary",4.3,246,1400
Bikanervala,"Khandari, North Agra", North Agra,Agra,"Fast Food,  Mithai,  North Indian,  South Indian",3.8,8,600
Cafe Turquoise Cottage,"Tajganj, East Agra", East Agra,Agra,"North Indian,  Oriental ,  Continental,  Biryani",4.2,65,1300
Hotel S.R Palace & Restaurant,"Sikandra, North Agra", North Agra,Agra,"North Indian,  Chinese",5,1,400
Desi Tadka Restaurant,"Lohamandi, West Agra", West Agra,Agra,"North Indian,  Chinese,  Continental,  South Indian",5,1,500
Berco's,"Tajganj, East Agra", East Agra,Agra,"Chinese,  Thai",4.6,6,1300
Selfie Restaurant,"Sikandra, North Agra", North Agra,Agra,"North Indian,  South Indian",3.5,3,800
Filmy Zayka,"Hotel Alleviate,Mantola, Central Agra", Central Agra,Agra,"North Indian,  Chinese",2.2,5,1500
Kamats by Purplebeds,"Tajganj, East Agra", East Agra,Agra,"North Indian,  South Indian,  Fast Food",3.6,25,1000
Pizza Inn,"Sikandra, North Agra", North Agra,Agra,Fast Food,4.5,2,500
Barbeque Nation,"Tajganj, East Agra", East Agra,Agra,"North Indian,  Chinese,  Mediterranean",3.8,16,1100
Roofmates,"Anna Ikon Complex,Sikandra, North Agra", North Agra,Agra,"North Indian,  Chinese",4.3,47,1000
Chaska Restaurant,"Kamla Nagar, North Agra", North Agra,Agra,"North Indian,  Chinese,  Fast Food,  South Indian",3.9,30,900
Bindani Ki Rasoi,"Kamla Nagar, North Agra", North Agra,Agra,"North Indian,  South Indian,  Rajasthani",5,1,800
Grill Inn,"Dayal Bagh, North Agra", North Agra,Agra,"Italian,  Fast Food",3,1,600
Hunger Wings,"Tajganj, East Agra", East Agra,Agra,"North Indian,  Chinese",4.8,7,500
Golden China Restaurant,"Tajganj, East Agra", East Agra,Agra,"Chinese,  Seafood",4.2,4,900
Marleys The Milkshake,"Tajganj, East Agra", East Agra,Agra,"Shakes,  Desserts,  Ice Cream",4.6,3,400
Sky Grill,"Crystal Sarovar Premiere,Tajganj, East Agra", East Agra,Agra,"North Indian,  Continental",4.7,10,2100
Lattice,"Crystal Sarovar Premiere,Tajganj, East Agra", East Agra,Agra,"North Indian,  Continental,  Chinese",4.6,16,1000
Maple Grand,"Tajganj, East Agra", East Agra,Agra,"North Indian,  Continental,  South Indian",4.7,4,1100
Bouffage,"Tajganj, East Agra", East Agra,Agra,"North Indian,  Italian,  Oriental ,  Seafood",4.5,6,1000
Shayhub,"Kamla Nagar, North Agra", North Agra,Agra,Fast Food,4.2,4,200
Oasis,"Radisson Hotel Agra Taj East Gate,Tajganj, East Agra", East Agra,Agra,"North Indian,  Chinese,  Continental",4.9,14,3000
Henry's The English Pub,"Radisson Hotel Agra Taj East Gate,Tajganj, East Agra", East Agra,Agra,Finger Food,4.8,8,1800
Plush Bar,"Double Tree By Hilton Hotel Agra,Tajganj, East Agra", East Agra,Agra,Finger Food,4.5,2,2000
North 27,"Double Tree By Hilton Hotel Agra,Tajganj, East Agra", East Agra,Agra,"North Indian,  Italian,  Continental,  Asian",4.4,20,2500
Wonder Terrace Bar & Kitchen,"Radisson Hotel Agra Taj East Gate,Tajganj, East Agra", East Agra,Agra,"North Indian,  Continental,  Finger Food",4.3,18,4200
Molecule Air Bar,"Tajganj, East Agra", East Agra,Agra,"North Indian,  Italian,  Continental,  Oriental ",4,92,1900
The Restaurant,"Trident  Hotel Agra,Tajganj, East Agra", East Agra,Agra,"North Indian,  Chinese,  Continental",5,1,2000
MoMo 2 Go – The Patisserie Shop,"Courtyard By Marriott Agra,Tajganj, East Agra", East Agra,Agra,"Coffee,  Tea",4.5,2,500
MoMo Cafe – The Multi Cuisine Restaurant,"Courtyard By Marriott Agra,Tajganj, East Agra", East Agra,Agra,"North Indian,  Fast Food,  Arabian",4.1,14,5000
Merry Go Round,"Hotel Pushp Villa,Tajganj, East Agra", East Agra,Agra,"North Indian,  Continental,  Oriental ",3.9,43,2100
Unplugged Courtyard,"Tajganj, East Agra", East Agra,Agra,"North Indian,  Continental,  Mediterranean,  Fast Food",4.2,54,1200
Lord Of The Drinks,"Tajganj, East Agra", East Agra,Agra,"North Indian,  Chinese,  European,  Italian",3.5,18,1500
Tapas,"Jaypee Palace Hotel & Convention Centre,Tajganj, East Agra", East Agra,Agra,Finger Food,5,1,3200
Sumac,"Hotel Royal Regent,Tajganj, East Agra", East Agra,Agra,"Multi-Cuisine,  North Indian,  Oriental ,  Western",4.4,23,1700
Thor - The Party World,"Tajganj, East Agra", East Agra,Agra,"Italian,  Continental,  North Indian",3.9,6,1600
Paatra,"Jaypee Palace Hotel & Convention Centre,Tajganj, East Agra", East Agra,Agra,"North Indian,  Mughlai",4.3,9,3400
C'est Chine,"Jaypee Palace Hotel & Convention Centre,Tajganj, East Agra", East Agra,Agra,Chinese,4.4,5,3000
The Grand Buffet,"Jaypee Palace Hotel & Convention Centre,Tajganj, East Agra", East Agra,Agra,"North Indian,  Continental",4,2,2000
Pavilion Café,"Jaypee Palace Hotel & Convention Centre,Tajganj, East Agra", East Agra,Agra,"North Indian,  Continental",1,1,3100
Cafe Golden Elephant,"Ramada Plaza Agra,Tajganj, East Agra", East Agra,Agra,"North Indian,  Chinese,  Continental",4.6,3,2500
Raj Rasoi,"Kuberpur, East Agra", East Agra,Agra,"North Indian,  Fast Food",3.5,7,800
AB's - Absolute Barbecue,"Vadiwadi, Central Vadodara", Central Vadodara,Vadodara,"North Indian,  European,  Barbecue,  Seafood",4.6,241,1200
Bistro Eleven,"Atlantis K10 Mall,Alkapuri, Central Vadodara", Central Vadodara,Vadodara,"North Indian,  Fast Food,  Italian,  Chinese",4.6,52,700
The Barbeque Grill,"Centre Square Mall,Alkapuri, Central Vadodara", Central Vadodara,Vadodara,"North Indian,  Chinese",4.7,9,600
Cafe Pluto,"Alkapuri, Central Vadodara", Central Vadodara,Vadodara,"Fast Food,  Pizza",4.3,28,400
Hyderabadi's,"Fatehgunj, North Vadodara", North Vadodara,Vadodara,"North Indian,  Biryani",4.6,25,500
Charmant - The Heritage Café,"Alkapuri, Central Vadodara", Central Vadodara,Vadodara,"Italian,  Fast Food,  Coffee",4.7,19,800
The Wok Box,"Alkapuri, Central Vadodara", Central Vadodara,Vadodara,Chinese,5,1,500
21 - A Rooftop Restaurant,"Alkapuri, Central Vadodara", Central Vadodara,Vadodara,"North Indian,  Chinese,  Continental,  Mexican",3.5,44,800
Tea Post,"Subhanpura, Central Vadodara", Central Vadodara,Vadodara,"Fast Food,  Tea",5,1,300
Raju Omlet Centre,"Alkapuri, Central Vadodara", Central Vadodara,Vadodara,Street Food,5,5,300
Amaya,"The Fern Residency,Sayajiganj, Central Vadodara", Central Vadodara,Vadodara,"North Indian,  Fast Food",3.9,15,900
Retro Bistro,"Vadiwadi, Central Vadodara", Central Vadodara,Vadodara,"North Indian,  Chinese,  Continental,  Bakery and Confectionary,  Coffee,  Shakes",4.6,31,1300
The Chocolate Room,"Fatehgunj, North Vadodara", North Vadodara,Vadodara,"Desserts,  Shakes,  Italian,  Mexican,  Ice Cream",4,103,700
Shree Radhika Restaurant,"Vadiwadi, Central Vadodara", Central Vadodara,Vadodara,"North Indian,  Chinese",4.3,4,700
Tea Post - Apne Chai Ki Dukaan,"Gorwa, West Vadodara", West Vadodara,Vadodara,"Fast Food,  Tea",5,2,300
Social affair,"Vadiwadi, Central Vadodara", Central Vadodara,Vadodara,"North Indian,  Fast Food",4.6,72,800
Cheelizza,"Fatehgunj, North Vadodara", North Vadodara,Vadodara,"Italian,  Fast Food",4.4,94,600
Kabhi B,"Nizampura, North Vadodara", North Vadodara,Vadodara,"Desserts,  Bakery and Confectionary",4.5,2,600
La Benito,"Vadiwadi, Central Vadodara", Central Vadodara,Vadodara,"Italian,  Mexican,  Lebanese",5,3,1100
Mandvi,"The Baroda Residency,Alkapuri, Central Vadodara", Central Vadodara,Vadodara,"North Indian,  Continental",3.3,19,1500
Nutty Affair,"Vadiwadi, Central Vadodara", Central Vadodara,Vadodara,"Desserts,  Shakes",5,4,400
The Glass House,"Eastin Residences Vadodara,Alkapuri, Central Vadodara", Central Vadodara,Vadodara,"North Indian,  Continental,  Asian",3.8,21,1200
Whatta Waffle,"Vadiwadi, Central Vadodara", Central Vadodara,Vadodara,"Desserts,  Fast Food",5,2,500
Rasa,"Four Points by Sheraton,Fatehgunj, North Vadodara", North Vadodara,Vadodara,"North Indian,  Continental,  South Indian",4.4,20,800
Mainland China,"Alkapuri, Central Vadodara", Central Vadodara,Vadodara,"Chinese,  Asian,  Seafood",3.8,7,1400
Wat-a-Burger!,"Benison Commercial Complex,Diwalipura, West Vadodara", West Vadodara,Vadodara,"Fast Food,  Burger",5,1,400
Froozo,"Trivia Mall,Vadiwadi, Central Vadodara", Central Vadodara,Vadodara,"Fast Food,  Waffle,  Desserts",5,1,700
Fat Burgers,"Sayajiganj, Central Vadodara", Central Vadodara,Vadodara,"Fast Food,  Burger",5,3,500
Wok My Way,"Alkapuri Shopping Centre,Alkapuri, Central Vadodara", Central Vadodara,Vadodara,"Chinese,  Thai",3.4,5,700
Times Cafe,"Sayajiganj, Central Vadodara", Central Vadodara,Vadodara,Fast Food,4.5,4,400
The Square Meal,"Vadiwadi, Central Vadodara", Central Vadodara,Vadodara,"North Indian,  Fast Food",4.4,4,600
La Pizza Treno,"Alkapuri, Central Vadodara", Central Vadodara,Vadodara,Pizza,3.9,12,500
Havmor Restaurant,"Sayajiganj, Central Vadodara", Central Vadodara,Vadodara,"North Indian,  Chinese,  Fast Food",5,1,1100
Tea Post,"Akota, Central Vadodara", Central Vadodara,Vadodara,"Fast Food,  Tea",5,1,300
Goodies Cafeteria,"Sayajiganj, Central Vadodara", Central Vadodara,Vadodara,"North Indian,  Fast Food,  Bakery and Confectionary",4.5,4,700
Times Cafe,"Fatehgunj, North Vadodara", North Vadodara,Vadodara,Fast Food,4,1,400
Selfieccino,"Fatehgunj, North Vadodara", North Vadodara,Vadodara,"Coffee,  Shakes,  Desserts",3.6,12,500
Parampara Restaurant,"Hotel Yuvraj,Sayajiganj, Central Vadodara", Central Vadodara,Vadodara,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Gujarati,  Fast Food",2.8,5,500
Falafel Lovers,"Diwalipura, West Vadodara", West Vadodara,Vadodara,"Italian,  Lebanese,  Fast Food",4,13,700
Blue Coriander,"Revival Lords Inn,Sayajiganj, Central Vadodara", Central Vadodara,Vadodara,"North Indian,  Chinese,  Continental",4.3,20,1000
Kabhi B,"Subhanpura, Central Vadodara", Central Vadodara,Vadodara,"Desserts,  Bakery and Confectionary",3.2,3,600
Times Cafe,"Akota, Central Vadodara", Central Vadodara,Vadodara,"Fast Food,  Coffee",5,1,400
Cafe Bistro,"Akota, Central Vadodara", Central Vadodara,Vadodara,"Fast Food,  Shakes",4.2,7,700
Table 42,"Akota, Central Vadodara", Central Vadodara,Vadodara,"North Indian,  Chinese",4.3,59,500
The Pancake Story,"Akota, Central Vadodara", Central Vadodara,Vadodara,"Desserts,  Waffle",4.3,7,400
Marwari Food Corner,"Karelibagh, North Vadodara", North Vadodara,Vadodara,"North Indian,  South Indian,  Chinese,  Fast Food",4.2,25,400
Eggxotica,"Diwalipura, West Vadodara", West Vadodara,Vadodara,Fast Food,4,8,400
Urban Brewery,"Diwalipura, West Vadodara", West Vadodara,Vadodara,"Fast Food,  Coffee,  Italian",4.7,6,600
Zaika Restaurant,"Diwalipura, West Vadodara", West Vadodara,Vadodara,"North Indian,  Chinese",5,1,700
Rule The Rolls,"Diwalipura, West Vadodara", West Vadodara,Vadodara,"Fast Food,  Burger",4.3,16,300
The Shake Maker,"Waghodia, East Vadodara", East Vadodara,Vadodara,Shakes,4.5,9,300
Oven Magick,"Shivalay Complex 2,Diwalipura, West Vadodara", West Vadodara,Vadodara,"Desserts,  Bakery and Confectionary",5,2,500
Chatkazz,"Karelibagh, North Vadodara", North Vadodara,Vadodara,Fast Food,3,3,400
So South,"Diwalipura, West Vadodara", West Vadodara,Vadodara,South Indian,3.7,6,400
Bogo Cafe,"Akota, Central Vadodara", Central Vadodara,Vadodara,Fast Food,4.1,16,700
Kabhi B,"Akota, Central Vadodara", Central Vadodara,Vadodara,"Desserts,  Bakery and Confectionary",5,2,600
Fich - Fruit Ice Cream Hunt,"Waghodia, East Vadodara", East Vadodara,Vadodara,"Desserts,  Ice Cream,  Shakes",5,1,300
Coffee Yard,"Akota, Central Vadodara", Central Vadodara,Vadodara,Fast Food,2,2,400
Nukkad Pe,"Karelibagh, North Vadodara", North Vadodara,Vadodara,"Fast Food,  Shakes",2.7,3,300
Cafe Hidden Place,"Sayajiganj, Central Vadodara", Central Vadodara,Vadodara,Fast Food,1,1,300
Pinxx,"Royal Orchid Central,Akota, Central Vadodara", Central Vadodara,Vadodara,"North Indian,  Italian,  Oriental ",3.7,10,1400
Chaibugs,"Akota, Central Vadodara", Central Vadodara,Vadodara,"Italian,  Fast Food",3,1,500
Wooddy Jhone’s Pizza,"New Sama, North Vadodara", North Vadodara,Vadodara,"Pizza,  Italian",3.6,15,500
Honeybee Cake Shop,"Fatehgunj, North Vadodara", North Vadodara,Vadodara,"Desserts,  Bakery and Confectionary",5,1,600
Neopolitan Lounge,"Gotri, West Vadodara", West Vadodara,Vadodara,"Italian,  Pizza",5,1,900
Da Pizzarium,"Gotri, West Vadodara", West Vadodara,Vadodara,"Italian,  Pizza",4.4,2,400
Sankalp,"New Sama, North Vadodara", North Vadodara,Vadodara,South Indian,4.4,21,700
Wooddy Jhone's Pizza,"Lotus Elite,Gotri, West Vadodara", West Vadodara,Vadodara,"Pizza,  Italian",3.5,11,500
Poca The Global Dining,"Saiyed Vasna, West Vadodara", West Vadodara,Vadodara,"Italian,  Mexican,  Desserts",3.3,7,1300
The M.A.D.S Cafe,"New Sama, North Vadodara", North Vadodara,Vadodara,"Fast Food,  Italian",4.3,14,400
Chatoree,"Manjalpur, South Vadodara", South Vadodara,Vadodara,"Street Food,  Fast Food",5,1,400
The Chocolate Room,"Manjalpur, South Vadodara", South Vadodara,Vadodara,"Desserts,  Shakes,  Italian,  Mexican,  Ice Cream",4.1,11,700
William John's Pizza,"Manjalpur, South Vadodara", South Vadodara,Vadodara,"Fast Food,  Pizza",4.3,15,500
Mad Over Grills,"Manjalpur, South Vadodara", South Vadodara,Vadodara,"North Indian,  Chinese",3.5,6,700
Spice Nation,"Makarpura GIDC, South Vadodara", South Vadodara,Vadodara,"North Indian,  Oriental ",4.2,47,700
Ziiro Restaurant & Cafe,"Waghodia, East Vadodara", East Vadodara,Vadodara,"Fast Food,  Shakes",4.5,7,700
Spiicy Biites,"Kendranagar, East Vadodara", East Vadodara,Vadodara,"Chinese,  Pizza",5,1,400
Cafe Local,"Manjalpur, South Vadodara", South Vadodara,Vadodara,"Fast Food,  Coffee",4.5,8,300
Real Kathiyawadi Restaurant,"Sayajipura, East Vadodara", East Vadodara,Vadodara,"North Indian,  Chinese,  Gujarati",3.6,9,300
William John's Pizza,"Kendranagar, East Vadodara", East Vadodara,Vadodara,"Fast Food,  Pizza",3.9,5,500
Marwari Food Corner,"Manjalpur, South Vadodara", South Vadodara,Vadodara,"North Indian,  South Indian,  Chinese,  Fast Food",4,6,400
Pizza Da Dhaba,"Kendranagar, East Vadodara", East Vadodara,Vadodara,"Pizza,  Fast Food",4.2,31,500
Wooddy Jhone’s Pizza,"Manjalpur, South Vadodara", South Vadodara,Vadodara,"Pizza,  Italian",2.2,10,500
Spice House,"Kendranagar, East Vadodara", East Vadodara,Vadodara,"Chinese,  North Indian",4.6,5,400
Pizzini Pizza,"Kendranagar, East Vadodara", East Vadodara,Vadodara,"Fast Food,  Pizza",4,2,500
Flavor,"Makarpura GIDC, South Vadodara", South Vadodara,Vadodara,"North Indian,  Chinese",2.7,3,900
Cafe 3' Trio,"Kendranagar, East Vadodara", East Vadodara,Vadodara,"Fast Food,  Italian",3,1,300
Indian Salt,"Taksh Galaxy Mall,Waghodia, East Vadodara", East Vadodara,Vadodara,"North Indian,  Chinese,  South Indian",4.5,52,800
Gypsy Grand,"Makarpura, South Vadodara", South Vadodara,Vadodara,"North Indian,  Chinese,  Italian,  South Indian",3.6,33,700
Laxmi Film City Garden Restaurant,"Sayajipura, East Vadodara", East Vadodara,Vadodara,"North Indian,  South Indian",4.2,30,600
Keshav Kutir Restaurant,"Suryanagar, East Vadodara", East Vadodara,Vadodara,North Indian,1,1,600
ABs - Absolute Barbecues,"Dharampeth, West Nagpur", West Nagpur,Nagpur,"North Indian,  Barbecue,  Seafood",4.6,137,1200
Ice Lounge,"Hotel Hardeo,Sitabuldi, Central Nagpur", Central Nagpur,Nagpur,"Italian,  Chinese,  Seafood",4.3,3,1500
Side Walk,"Hotel Hardeo,Sitabuldi, Central Nagpur", Central Nagpur,Nagpur,"North Indian,  Chinese,  Asian",4.3,2,1600
Kalpataru,"Hotel Hardeo,Sitabuldi, Central Nagpur", Central Nagpur,Nagpur,"North Indian,  Oriental ,  Continental",3.9,12,1400
AU 79,"Hotel Gangakashi,Sitabuldi, Central Nagpur", Central Nagpur,Nagpur,"North Indian,  Chinese,  Continental",4.3,6,1200
TDS Restro Lounge,"Milestone Building,Ramdaspeth, West Nagpur", West Nagpur,Nagpur,"North Indian,  Chinese,  Continental,  Seafood",4.4,21,2300
Robo 2.0,"Eternity Mall,Sitabuldi, Central Nagpur", Central Nagpur,Nagpur,"North Indian,  Chinese",4.4,68,1100
FSB,"Dhantoli, West Nagpur", West Nagpur,Nagpur,"North Indian,  Italian,  Oriental ",4.2,3,1600
D9 Restro Lounge,"Sitabuldi, Central Nagpur", Central Nagpur,Nagpur,"North Indian,  Chinese,  Continental",3,9,1200
The Locals Bar & Cafe,"AD Complex,Sadar, West Nagpur", West Nagpur,Nagpur,"North Indian,  Continental,  Mexican",4.4,2,900
Maddtowns Sports Restrobar,"Mohan Nagar, North Nagpur", North Nagpur,Nagpur,Fast Food,4.3,6,200
The Treat,"Gandhibagh, East Nagpur", East Nagpur,Nagpur,"North Indian,  Chinese",4.1,12,800
Hotel Darshan Towers - Amantran Restaurant,"Gandhibagh, East Nagpur", East Nagpur,Nagpur,"North Indian,  Chinese,  Mughlai",3.8,8,1800
High Steak,"Ramdaspeth, West Nagpur", West Nagpur,Nagpur,North Indian,5,1,800
Meeting Point,"Hotel Centre Point,Ramdaspeth, West Nagpur", West Nagpur,Nagpur,"North Indian,  Chinese,  Oriental ",4.4,70,1300
Bougainvillea,"Hotel Centre Point,Ramdaspeth, West Nagpur", West Nagpur,Nagpur,"Italian,  Continental,  North Indian,  Chinese",4.6,66,1500
Pablo - The Art Cafe' Lounge,"Civil Lines, West Nagpur", West Nagpur,Nagpur,"Multi-Cuisine,  Italian,  Chinese,  Continental,  Fast Food",4.6,110,1300
M's Repose Restro Lounge,"Shriram Tower,Sadar, West Nagpur", West Nagpur,Nagpur,"North Indian,  Chinese",3.3,35,1400
Food Links,"VCA Stadium Complex,Civil Lines, West Nagpur", West Nagpur,Nagpur,Fast Food,4.3,21,500
Freakk De Bistro,"Hotel Centre Point,Ramdaspeth, West Nagpur", West Nagpur,Nagpur,"Finger Food,  Fast Food",4.1,23,1800
Uptown501,"Dharampeth, West Nagpur", West Nagpur,Nagpur,"North Indian,  Chinese,  Fast Food",5,1,1000
Goosebumps,"VCA Stadium Complex,Civil Lines, West Nagpur", West Nagpur,Nagpur,"Chinese,  Street Food,  Fast Food,  Italian,  South Indian,  Desserts",3.7,9,800
Toast,"Sadar, West Nagpur", West Nagpur,Nagpur,Fast Food,3.7,3,500
Hungama Street Cafe,"Dharampeth, West Nagpur", West Nagpur,Nagpur,"Chinese,  Fast Food,  Desserts",4.3,17,700
Shadows - A Food Republic,"Dharampeth, West Nagpur", West Nagpur,Nagpur,"Continental,  Fast Food",4.6,24,1200
Toss Chinese & Barbecue,"Ramdaspeth, West Nagpur", West Nagpur,Nagpur,"North Indian,  Chinese,  Barbecue",3.3,4,300
Step Inn,"Gokulpeth, West Nagpur", West Nagpur,Nagpur,"North Indian,  Chinese",3.6,13,1000
SSD's Swad Ghar Ka,"Bajaj Nagar, West Nagpur", West Nagpur,Nagpur,North Indian,4.5,16,600
Icing On The Cake,"Dharampeth, West Nagpur", West Nagpur,Nagpur,"Italian,  Continental,  Bakery and Confectionary,  Desserts,  Fast Food",3,5,900
Toss - Cafe And Restro,"Bajaj Nagar, West Nagpur", West Nagpur,Nagpur,"Chinese,  Fast Food,  Coffee,  Tea,  Shakes",4.2,87,800
The Chocolate Room,"Gokulpeth, West Nagpur", West Nagpur,Nagpur,"Desserts,  Bakery and Confectionary,  Coffee",4.3,4,500
Riwayet,"Dharampeth, West Nagpur", West Nagpur,Nagpur,North Indian,2.7,3,1200
Deja Brew,"Regenta Central Hotel & Convention Centre,Nandanvan, East Nagpur", East Nagpur,Nagpur,"Continental,  Thai,  North Indian,  Chinese",4.5,14,1500
Food Links,"Nandanvan, East Nagpur", East Nagpur,Nagpur,Fast Food,4.9,9,500
The Cafe Barrel,"Dharampeth, West Nagpur", West Nagpur,Nagpur,"North Indian,  Chinese,  Fast Food",3.4,7,1300
Feliz Cafe,"Regenta Central Hotel & Convention Centre,Nandanvan, East Nagpur", East Nagpur,Nagpur,"North Indian,  Italian,  Continental",4.3,5,1400
